label,iter,n,elapsed,valid
Pruned',2,12,611,true
Pruned',3,12,609,true
Pruned',4,12,609,true
Pruned',5,12,608,true
Pruned',6,12,608,true
Pruned',7,12,615,true
Pruned',8,12,608,true
Pruned',9,12,607,true
Pruned',10,12,609,true
Pruned',11,12,609,true
Effectful',1,12,6764,true
Effectful',2,12,6445,true
Effectful',3,12,6447,true
Effectful',4,12,6406,true
Effectful',5,12,6409,true
Effectful',6,12,6406,true
Effectful',7,12,6406,true
Effectful',8,12,6402,true
Effectful',9,12,6412,true
Effectful',10,12,6418,true
Effectful',11,12,6414,true
Berger',1,16,186895,true
Berger',2,16,186527,true
Berger',3,16,186539,true
Berger',4,16,186512,true
Berger',5,16,186482,true
Berger',6,16,186951,true
Berger',7,16,186993,true
Berger',8,16,186597,true
Berger',9,16,186467,true
Berger',10,16,186489,true
Berger',11,16,186582,true
Pruned',1,16,46091,true
Pruned',2,16,46224,true
Pruned',3,16,46013,true
Pruned',4,16,46038,true
Pruned',5,16,46258,true
Pruned',6,16,46038,true
Pruned',7,16,46015,true
Pruned',8,16,45999,true
Pruned',9,16,46008,true
Pruned',10,16,46048,true
Pruned',11,16,46026,true
Effectful',1,16,469672,true
Effectful',2,16,468082,true
Effectful',3,16,467186,true
Effectful',4,16,467576,true
Effectful',5,16,467390,true
Effectful',6,16,467415,true
Effectful',7,16,467388,true
Effectful',8,16,467443,true
Effectful',9,16,467411,true
Effectful',10,16,467329,true
Effectful',11,16,467618,true
Berger',1,20,7912671,true
Berger',2,20,7913487,true
Berger',3,20,7913555,true
Berger',4,20,7914657,true
Berger',5,20,7912357,true
Berger',6,20,7910742,true
Berger',7,20,7912932,true
Berger',8,20,7912759,true
Berger',9,20,7912121,true
Berger',10,20,7910938,true
Berger',11,20,7913365,true
Pruned',1,20,1680864,true
Pruned',2,20,1681497,true
Pruned',3,20,1681741,true
Pruned',4,20,1681815,true
Pruned',5,20,1689059,true
Pruned',6,20,1681718,true
Pruned',7,20,1681070,true
Pruned',8,20,1681545,true
Pruned',9,20,1681713,true
Pruned',10,20,1680845,true
Pruned',11,20,1681084,true
Effectful',1,20,15229617,true
Effectful',2,20,15175503,true
Effectful',3,20,15182701,true
Effectful',4,20,15177834,true
Effectful',5,20,15175338,true
Effectful',6,20,15178369,true
Effectful',7,20,15184533,true
Effectful',8,20,15174842,true
Effectful',9,20,15276369,true
Effectful',10,20,15177503,true
Effectful',11,20,15176915,true
Berger',1,24,31593589,true
Berger',2,24,31914709,true
Berger',3,24,31690020,true
Berger',4,24,31592226,true
Berger',5,24,31591564,true
Berger',6,24,31589243,true
Berger',7,24,31612177,true
Berger',8,24,31591529,true
Berger',9,24,31586251,true
Berger',10,24,31589806,true
Berger',11,24,31598608,true
Pruned',1,24,5457546,true
Pruned',2,24,5459329,true
Pruned',3,24,5456154,true
Pruned',4,24,5456761,true
Pruned',5,24,5456833,true
Pruned',6,24,5455978,true
Pruned',7,24,5457449,true
Pruned',8,24,5457773,true
Pruned',9,24,5456172,true
Pruned',10,24,5457714,true
Pruned',11,24,5456822,true
Effectful',1,24,47786087,true
Effectful',2,24,47777152,true
Effectful',3,24,47831143,true
Effectful',4,24,47824832,true
Effectful',5,24,47793653,true
Effectful',6,24,47795266,true
Effectful',7,24,47828574,true
Effectful',8,24,47782256,true
Effectful',9,24,47774996,true
Effectful',10,24,47882231,true
Effectful',11,24,47907447,true
Berger',1,28,1,false
Berger',2,28,1,false
Berger',3,28,1,false
Berger',4,28,0,false
Berger',5,28,1,false
Berger',6,28,1,false
Berger',7,28,1,false
Berger',8,28,1,false
Berger',9,28,1,false
Berger',10,28,0,false
Berger',11,28,1,false
Pruned',1,28,60973153,true
Pruned',2,28,61024388,true
Pruned',3,28,60932300,true
Pruned',4,28,60934903,true
Pruned',5,28,61079646,true
Pruned',6,28,60936354,true
Pruned',7,28,60937763,true
Pruned',8,28,61046116,true
Pruned',9,28,60938621,true
Pruned',10,28,60931360,true
Pruned',11,28,60934552,true
Effectful',1,28,471692314,true
Effectful',2,28,477588626,true
Effectful',3,28,473580427,true
Effectful',4,28,479096856,true
Effectful',5,28,473885555,true
Effectful',6,28,478110175,true
Effectful',7,28,473426726,true
Effectful',8,28,479521258,true
Effectful',9,28,473436691,true
Effectful',10,28,479932359,true
Effectful',11,28,473750772,true
