label,iter,n,elapsed,valid
Effectful',10,8,23625,true
Effectful',11,8,23633,true
Naive',1,10,1,false
Naive',2,10,1,false
Naive',3,10,1,false
Naive',4,10,1,false
Naive',5,10,1,false
Naive',6,10,1,false
Naive',7,10,1,false
Naive',8,10,0,false
Naive',9,10,1,false
Naive',10,10,1,false
Naive',11,10,1,false
Berger',1,10,134763,true
Berger',2,10,135550,true
