label,iter,n,elapsed,valid
Berger',1,10,208730,true
Berger',2,10,208097,true
Berger',3,10,208101,true
Berger',4,10,208140,true
Berger',5,10,208628,true
Berger',6,10,208590,true
Berger',7,10,209586,true
Berger',8,10,208485,true
Berger',9,10,207948,true
Berger',10,10,208140,true
Berger',11,10,212432,true
Pruned',1,10,89640,true
Pruned',2,10,89944,true
Pruned',3,10,90200,true
Pruned',4,10,89939,true
Pruned',5,10,89936,true
Pruned',6,10,91052,true
Pruned',7,10,89785,true
Pruned',8,10,90064,true
Pruned',9,10,90091,true
Pruned',10,10,90256,true
Pruned',11,10,90413,true
Effectful',1,10,73018,true
Effectful',2,10,72493,true
Effectful',3,10,72400,true
Effectful',4,10,73396,true
Effectful',5,10,73138,true
Effectful',6,10,72263,true
Effectful',7,10,72777,true
Effectful',8,10,72767,true
Effectful',9,10,72344,true
Effectful',10,10,73010,true
